frame_id,image_name,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y
61,002_014.png,0.2998046875,0.2255859375,0.2919921875,0.2529296875,0.3193359375,0.2001953125,0.3466796875,0.2236328125,0.2841796875,0.1982421875,0.2646484375,0.2373046875,0.3232421875,0.2412109375,0.4208984375,0.5615234375,0.6787109375,0.7060546875,0.5712890625,0.6728515625,0.3134765625,0.3310546875,0.5146484375,0.6240234375,0.3525390625,0.2509765625,0.3935546875,0.4384765625,0.5732421875,0.7373046875
62,002_015.png,0.2978515625,0.2314453125,0.2919921875,0.2587890625,0.3173828125,0.2060546875,0.3427734375,0.2255859375,0.2822265625,0.2041015625,0.2626953125,0.2412109375,0.3212890625,0.2451171875,0.4189453125,0.5634765625,0.6923828125,0.6220703125,0.5810546875,0.6708984375,0.3134765625,0.3330078125,0.5166015625,0.6279296875,0.3525390625,0.2548828125,0.3935546875,0.4443359375,0.5771484375,0.7353515625
63,002_016.png,0.2958984375,0.2333984375,0.2900390625,0.2607421875,0.3154296875,0.2080078125,0.3408203125,0.2275390625,0.2783203125,0.2080078125,0.2587890625,0.2451171875,0.3212890625,0.2490234375,0.4208984375,0.5673828125,0.5791015625,0.7158203125,0.5849609375,0.6708984375,0.3115234375,0.3408203125,0.5166015625,0.6259765625,0.3486328125,0.2568359375,0.3935546875,0.4501953125,0.5771484375,0.7392578125
64,002_017.png,0.2919921875,0.2373046875,0.2861328125,0.2666015625,0.3115234375,0.2119140625,0.3369140625,0.2333984375,0.2763671875,0.2099609375,0.2587890625,0.2490234375,0.3154296875,0.2529296875,0.4189453125,0.5693359375,0.6357421875,0.6103515625,0.5869140625,0.6689453125,0.3056640625,0.3427734375,0.5166015625,0.6279296875,0.3447265625,0.2626953125,0.3896484375,0.4482421875,0.5712890625,0.7412109375
65,002_018.png,0.2900390625,0.2451171875,0.2841796875,0.2724609375,0.3095703125,0.2177734375,0.3349609375,0.2392578125,0.2744140625,0.2158203125,0.2568359375,0.2568359375,0.3134765625,0.2587890625,0.4189453125,0.5751953125,0.6884765625,0.5751953125,0.5830078125,0.6708984375,0.3056640625,0.3466796875,0.5146484375,0.6279296875,0.3427734375,0.2666015625,0.3896484375,0.4541015625,0.5732421875,0.7392578125
66,002_019.png,0.2861328125,0.2451171875,0.2822265625,0.2744140625,0.3037109375,0.2197265625,0.3310546875,0.2392578125,0.2705078125,0.2177734375,0.2509765625,0.2607421875,0.3115234375,0.2607421875,0.4189453125,0.5771484375,0.6826171875,0.7041015625,0.5732421875,0.6708984375,0.3056640625,0.3486328125,0.5166015625,0.6240234375,0.3388671875,0.2666015625,0.3896484375,0.4599609375,0.5791015625,0.7353515625
67,002_020.png,0.2841796875,0.2490234375,0.2802734375,0.2763671875,0.3017578125,0.2236328125,0.3291015625,0.2431640625,0.2685546875,0.2236328125,0.2509765625,0.2607421875,0.3095703125,0.2646484375,0.4189453125,0.5791015625,0.6435546875,0.7568359375,0.5673828125,0.6806640625,0.3037109375,0.3525390625,0.5166015625,0.6279296875,0.3369140625,0.2724609375,0.3896484375,0.4619140625,0.5673828125,0.7373046875
68,002_021.png,0.2841796875,0.2529296875,0.2763671875,0.2822265625,0.3017578125,0.2275390625,0.3291015625,0.2470703125,0.2666015625,0.2275390625,0.2490234375,0.2646484375,0.3076171875,0.2666015625,0.4208984375,0.5810546875,0.6435546875,0.7548828125,0.5673828125,0.6787109375,0.3017578125,0.3564453125,0.5166015625,0.6279296875,0.3369140625,0.2763671875,0.3857421875,0.4599609375,0.5693359375,0.7373046875
69,002_022.png,0.2841796875,0.2548828125,0.2783203125,0.2841796875,0.2998046875,0.2275390625,0.3271484375,0.2490234375,0.2646484375,0.2294921875,0.2490234375,0.2666015625,0.3076171875,0.2685546875,0.4208984375,0.5810546875,0.6728515625,0.7216796875,0.5712890625,0.6728515625,0.3017578125,0.3564453125,0.5146484375,0.6240234375,0.3369140625,0.2763671875,0.3837890625,0.4599609375,0.5751953125,0.7353515625
70,002_023.png,0.2841796875,0.2548828125,0.2763671875,0.2822265625,0.3017578125,0.2294921875,0.3271484375,0.2490234375,0.2666015625,0.2275390625,0.2490234375,0.2685546875,0.3076171875,0.2705078125,0.4189453125,0.5830078125,0.6904296875,0.6630859375,0.5771484375,0.6708984375,0.2998046875,0.3564453125,0.5185546875,0.6259765625,0.3369140625,0.2783203125,0.3876953125,0.4658203125,0.5751953125,0.7373046875
71,002_024.png,0.2822265625,0.2548828125,0.2783203125,0.2822265625,0.3017578125,0.2294921875,0.3291015625,0.2490234375,0.2666015625,0.2275390625,0.2490234375,0.2666015625,0.3076171875,0.2685546875,0.4228515625,0.5830078125,0.6884765625,0.5751953125,0.5849609375,0.6689453125,0.3017578125,0.3583984375,0.5185546875,0.6240234375,0.3369140625,0.2763671875,0.3876953125,0.4677734375,0.5751953125,0.7373046875
72,003_001.png,0.2294921875,0.1533203125,0.2236328125,0.1845703125,0.2470703125,0.1279296875,0.2744140625,0.1474609375,0.2099609375,0.1279296875,0.1962890625,0.1650390625,0.2568359375,0.1689453125,0.4208984375,0.5498046875,0.6142578125,0.7021484375,0.5107421875,0.6669921875,0.2587890625,0.2763671875,0.5322265625,0.6025390625,0.6123046875,0.5205078125,0.3837890625,0.4248046875,0.6689453125,0.6220703125
73,003_002.png,0.2314453125,0.1552734375,0.2236328125,0.1865234375,0.2470703125,0.1298828125,0.2744140625,0.1494140625,0.2119140625,0.1298828125,0.1943359375,0.1669921875,0.2548828125,0.1708984375,0.4169921875,0.5517578125,0.6337890625,0.6064453125,0.6376953125,0.6396484375,0.2568359375,0.2763671875,0.5380859375,0.6064453125,0.6123046875,0.5205078125,0.3818359375,0.4248046875,0.6572265625,0.6279296875
74,003_003.png,0.2294921875,0.1552734375,0.2236328125,0.1845703125,0.2451171875,0.1298828125,0.2724609375,0.1494140625,0.2080078125,0.1279296875,0.1943359375,0.1689453125,0.2548828125,0.1689453125,0.4150390625,0.5517578125,0.6357421875,0.6103515625,0.6337890625,0.6494140625,0.2548828125,0.2763671875,0.5439453125,0.6083984375,0.6123046875,0.5205078125,0.3818359375,0.4248046875,0.6572265625,0.6318359375
75,003_004.png,0.2294921875,0.1552734375,0.2216796875,0.1845703125,0.2451171875,0.1279296875,0.2724609375,0.1494140625,0.2099609375,0.1279296875,0.1962890625,0.1669921875,0.2548828125,0.1708984375,0.4150390625,0.5517578125,0.6337890625,0.6103515625,0.6337890625,0.6494140625,0.2568359375,0.2744140625,0.5439453125,0.6103515625,0.6142578125,0.5205078125,0.3818359375,0.4248046875,0.6552734375,0.6318359375
76,003_005.png,0.2294921875,0.1513671875,0.2236328125,0.1806640625,0.2470703125,0.1240234375,0.2744140625,0.1435546875,0.2099609375,0.1240234375,0.1962890625,0.1630859375,0.2568359375,0.1650390625,0.4150390625,0.5517578125,0.6357421875,0.6103515625,0.6357421875,0.6494140625,0.2568359375,0.2705078125,0.5458984375,0.6103515625,0.6103515625,0.5224609375,0.3837890625,0.4228515625,0.6591796875,0.6298828125
77,003_006.png,0.2333984375,0.1455078125,0.2275390625,0.1767578125,0.2470703125,0.1201171875,0.2744140625,0.1396484375,0.2138671875,0.1181640625,0.1982421875,0.1591796875,0.2587890625,0.1611328125,0.4130859375,0.5478515625,0.6337890625,0.6083984375,0.6357421875,0.6494140625,0.2568359375,0.2626953125,0.5439453125,0.6083984375,0.6103515625,0.5224609375,0.3857421875,0.4248046875,0.6572265625,0.6279296875
78,003_007.png,0.2353515625,0.1396484375,0.2294921875,0.1708984375,0.2490234375,0.1123046875,0.2783203125,0.1337890625,0.2158203125,0.1123046875,0.2021484375,0.1513671875,0.2607421875,0.1533203125,0.4130859375,0.5439453125,0.6337890625,0.6064453125,0.6376953125,0.6416015625,0.2587890625,0.2568359375,0.5400390625,0.6064453125,0.6083984375,0.5185546875,0.3857421875,0.4150390625,0.6552734375,0.6240234375
79,003_008.png,0.2392578125,0.1318359375,0.2333984375,0.1611328125,0.2548828125,0.1044921875,0.2841796875,0.1240234375,0.2216796875,0.1044921875,0.2060546875,0.1435546875,0.2646484375,0.1474609375,0.4130859375,0.5380859375,0.6337890625,0.6025390625,0.5126953125,0.6689453125,0.2626953125,0.2509765625,0.5361328125,0.6064453125,0.6103515625,0.5185546875,0.3876953125,0.4130859375,0.6630859375,0.6142578125
80,003_009.png,0.2431640625,0.1240234375,0.2373046875,0.1533203125,0.2626953125,0.0986328125,0.2880859375,0.1181640625,0.2255859375,0.0927734375,0.2099609375,0.1337890625,0.2685546875,0.1396484375,0.4150390625,0.5341796875,0.6064453125,0.7080078125,0.5126953125,0.6650390625,0.2685546875,0.2470703125,0.5322265625,0.6083984375,0.6103515625,0.5205078125,0.3876953125,0.4072265625,0.6669921875,0.6142578125
81,003_010.png,0.2490234375,0.1162109375,0.2412109375,0.1455078125,0.2646484375,0.0908203125,0.2939453125,0.1123046875,0.2294921875,0.0908203125,0.2138671875,0.1279296875,0.2744140625,0.1318359375,0.4150390625,0.5322265625,0.6337890625,0.6083984375,0.6455078125,0.6416015625,0.2705078125,0.2392578125,0.5341796875,0.6083984375,0.6103515625,0.5185546875,0.3876953125,0.3974609375,0.6591796875,0.6181640625
82,003_011.png,0.2529296875,0.1103515625,0.2451171875,0.1416015625,0.2685546875,0.0888671875,0.2939453125,0.1064453125,0.2353515625,0.0849609375,0.2177734375,0.1220703125,0.2763671875,0.1279296875,0.4150390625,0.5283203125,0.6376953125,0.6103515625,0.6357421875,0.6474609375,0.2744140625,0.2333984375,0.5439453125,0.6025390625,0.6103515625,0.5185546875,0.3916015625,0.3974609375,0.6533203125,0.6298828125
83,003_012.png,0.2548828125,0.1083984375,0.2470703125,0.1376953125,0.2705078125,0.0830078125,0.2978515625,0.1025390625,0.2353515625,0.0830078125,0.2197265625,0.1201171875,0.2802734375,0.1240234375,0.4150390625,0.5263671875,0.6376953125,0.6103515625,0.6357421875,0.6474609375,0.2744140625,0.2294921875,0.5439453125,0.6064453125,0.6103515625,0.5166015625,0.3935546875,0.3935546875,0.6591796875,0.6259765625
84,003_013.png,0.2568359375,0.1064453125,0.2490234375,0.1357421875,0.2744140625,0.0810546875,0.2978515625,0.1005859375,0.2392578125,0.0791015625,0.2236328125,0.1162109375,0.2802734375,0.1240234375,0.4150390625,0.5283203125,0.6357421875,0.6123046875,0.6357421875,0.6474609375,0.2763671875,0.2275390625,0.5439453125,0.6083984375,0.6103515625,0.5166015625,0.3935546875,0.3974609375,0.6591796875,0.6259765625
85,003_014.png,0.2548828125,0.1103515625,0.2490234375,0.1396484375,0.2705078125,0.0849609375,0.2978515625,0.1044921875,0.2353515625,0.0830078125,0.2216796875,0.1201171875,0.2783203125,0.1240234375,0.4169921875,0.5302734375,0.6376953125,0.6103515625,0.6357421875,0.6494140625,0.2763671875,0.2314453125,0.5439453125,0.6044921875,0.6123046875,0.5205078125,0.3935546875,0.3974609375,0.6533203125,0.6298828125
86,003_015.png,0.2529296875,0.1142578125,0.2470703125,0.1455078125,0.2666015625,0.0888671875,0.2939453125,0.1083984375,0.2333984375,0.0888671875,0.2177734375,0.1259765625,0.2783203125,0.1298828125,0.4150390625,0.5302734375,0.6357421875,0.6064453125,0.6376953125,0.6396484375,0.2724609375,0.2353515625,0.5419921875,0.6064453125,0.6123046875,0.5205078125,0.3896484375,0.3974609375,0.6572265625,0.6220703125
87,003_016.png,0.2490234375,0.1201171875,0.2412109375,0.1513671875,0.2666015625,0.0947265625,0.2900390625,0.1142578125,0.2314453125,0.0927734375,0.2138671875,0.1318359375,0.2744140625,0.1376953125,0.4130859375,0.5341796875,0.6318359375,0.6025390625,0.5087890625,0.6669921875,0.2685546875,0.2392578125,0.5341796875,0.6083984375,0.6083984375,0.5205078125,0.3896484375,0.4052734375,0.6630859375,0.6162109375
88,003_017.png,0.2451171875,0.1259765625,0.2392578125,0.1552734375,0.2607421875,0.1025390625,0.2880859375,0.1181640625,0.2255859375,0.1005859375,0.2099609375,0.1396484375,0.2705078125,0.1416015625,0.4150390625,0.5380859375,0.6357421875,0.5986328125,0.5556640625,0.6767578125,0.2685546875,0.2490234375,0.5322265625,0.6103515625,0.6103515625,0.5205078125,0.3876953125,0.4072265625,0.6708984375,0.6162109375
89,003_018.png,0.2392578125,0.1318359375,0.2333984375,0.1611328125,0.2568359375,0.1064453125,0.2841796875,0.1259765625,0.2216796875,0.1044921875,0.2060546875,0.1435546875,0.2666015625,0.1474609375,0.4130859375,0.5380859375,0.6318359375,0.6064453125,0.6396484375,0.6337890625,0.2626953125,0.2529296875,0.5361328125,0.6083984375,0.6103515625,0.5205078125,0.3857421875,0.4091796875,0.6591796875,0.6220703125
90,003_019.png,0.2373046875,0.1396484375,0.2314453125,0.1689453125,0.2509765625,0.1162109375,0.2783203125,0.1337890625,0.2177734375,0.1103515625,0.2021484375,0.1513671875,0.2607421875,0.1552734375,0.4130859375,0.5439453125,0.6337890625,0.6103515625,0.6337890625,0.6474609375,0.2607421875,0.2587890625,0.5439453125,0.6064453125,0.6083984375,0.5205078125,0.3837890625,0.4130859375,0.6552734375,0.6298828125
91,003_020.png,0.2314453125,0.1435546875,0.2255859375,0.1748046875,0.2470703125,0.1181640625,0.2724609375,0.1357421875,0.2119140625,0.1181640625,0.1982421875,0.1552734375,0.2587890625,0.1591796875,0.4130859375,0.5458984375,0.6357421875,0.6103515625,0.6357421875,0.6494140625,0.2568359375,0.2607421875,0.5439453125,0.6083984375,0.6123046875,0.5205078125,0.3837890625,0.4189453125,0.6591796875,0.6279296875
92,003_021.png,0.2294921875,0.1494140625,0.2236328125,0.1806640625,0.2470703125,0.1240234375,0.2744140625,0.1416015625,0.2119140625,0.1220703125,0.1943359375,0.1611328125,0.2568359375,0.1650390625,0.4150390625,0.5478515625,0.6357421875,0.6123046875,0.6357421875,0.6513671875,0.2587890625,0.2705078125,0.5439453125,0.6044921875,0.6123046875,0.5185546875,0.3798828125,0.4169921875,0.6591796875,0.6298828125
93,003_022.png,0.2294921875,0.1513671875,0.2236328125,0.1826171875,0.2412109375,0.1240234375,0.2705078125,0.1435546875,0.2080078125,0.1279296875,0.1943359375,0.1669921875,0.2529296875,0.1650390625,0.4150390625,0.5478515625,0.6357421875,0.6103515625,0.6337890625,0.6494140625,0.2548828125,0.2685546875,0.5458984375,0.6025390625,0.6123046875,0.5185546875,0.3818359375,0.4228515625,0.6552734375,0.6318359375
94,003_023.png,0.2294921875,0.1533203125,0.2236328125,0.1826171875,0.2451171875,0.1259765625,0.2744140625,0.1474609375,0.2099609375,0.1279296875,0.1943359375,0.1650390625,0.2548828125,0.1689453125,0.4169921875,0.5517578125,0.6318359375,0.6103515625,0.6357421875,0.6435546875,0.2568359375,0.2744140625,0.5400390625,0.6044921875,0.6083984375,0.5185546875,0.3818359375,0.4228515625,0.6572265625,0.6279296875
95,003_024.png,0.2294921875,0.1533203125,0.2236328125,0.1845703125,0.2431640625,0.1279296875,0.2724609375,0.1455078125,0.2080078125,0.1298828125,0.1943359375,0.1669921875,0.2548828125,0.1669921875,0.4189453125,0.5498046875,0.6337890625,0.6064453125,0.6435546875,0.6318359375,0.2548828125,0.2705078125,0.5400390625,0.5986328125,0.6123046875,0.5166015625,0.3818359375,0.4208984375,0.6611328125,0.6220703125
96,004_001.png,0.3876953125,0.2314453125,0.3779296875,0.2587890625,0.4111328125,0.2080078125,0.4326171875,0.2294921875,0.3740234375,0.2021484375,0.3505859375,0.2392578125,0.4091796875,0.2490234375,0.4560546875,0.5537109375,0.6123046875,0.7548828125,0.6083984375,0.6923828125,0.3896484375,0.3349609375,0.5439453125,0.6396484375,0.4365234375,0.2626953125,0.4462890625,0.4306640625,0.6044921875,0.7763671875
97,004_002.png,0.3876953125,0.2333984375,0.3779296875,0.2587890625,0.4091796875,0.2099609375,0.4306640625,0.2314453125,0.3740234375,0.2041015625,0.3505859375,0.2412109375,0.4091796875,0.2490234375,0.4697265625,0.5634765625,0.6123046875,0.7529296875,0.6123046875,0.6943359375,0.3896484375,0.3349609375,0.5419921875,0.6064453125,0.4345703125,0.2587890625,0.4443359375,0.4287109375,0.6142578125,0.7705078125
98,004_003.png,0.3857421875,0.2333984375,0.3779296875,0.2607421875,0.4091796875,0.2119140625,0.4326171875,0.2333984375,0.3740234375,0.2060546875,0.3505859375,0.2412109375,0.4091796875,0.2490234375,0.4658203125,0.5673828125,0.6123046875,0.7568359375,0.6123046875,0.6904296875,0.3876953125,0.3349609375,0.5380859375,0.6142578125,0.4326171875,0.2607421875,0.4443359375,0.4345703125,0.6142578125,0.7744140625
99,004_004.png,0.3876953125,0.2314453125,0.3779296875,0.2587890625,0.4091796875,0.2080078125,0.4306640625,0.2294921875,0.3740234375,0.2041015625,0.3505859375,0.2392578125,0.4091796875,0.2470703125,0.4697265625,0.5751953125,0.6142578125,0.7529296875,0.6123046875,0.6904296875,0.3896484375,0.3349609375,0.5380859375,0.6162109375,0.4345703125,0.2568359375,0.4462890625,0.4326171875,0.6142578125,0.7744140625
100,004_005.png,0.3896484375,0.2294921875,0.3798828125,0.2548828125,0.4091796875,0.2080078125,0.4326171875,0.2275390625,0.3759765625,0.2001953125,0.3525390625,0.2373046875,0.4091796875,0.2451171875,0.4677734375,0.5751953125,0.6103515625,0.7548828125,0.6083984375,0.6923828125,0.3896484375,0.3310546875,0.5380859375,0.6162109375,0.4365234375,0.2568359375,0.4462890625,0.4306640625,0.6142578125,0.7705078125
101,004_006.png,0.3896484375,0.2255859375,0.3818359375,0.2529296875,0.4130859375,0.2021484375,0.4345703125,0.2255859375,0.3779296875,0.1962890625,0.3525390625,0.2333984375,0.4130859375,0.2431640625,0.4677734375,0.5732421875,0.6123046875,0.7568359375,0.6123046875,0.6904296875,0.3916015625,0.3291015625,0.5380859375,0.6162109375,0.4384765625,0.2548828125,0.4462890625,0.4267578125,0.6103515625,0.7744140625
102,004_007.png,0.3935546875,0.2236328125,0.3837890625,0.2509765625,0.4150390625,0.2001953125,0.4365234375,0.2216796875,0.3818359375,0.1943359375,0.3564453125,0.2294921875,0.4150390625,0.2392578125,0.4736328125,0.5732421875,0.6123046875,0.7548828125,0.6123046875,0.6923828125,0.3935546875,0.3232421875,0.5400390625,0.6083984375,0.4404296875,0.2509765625,0.4482421875,0.4228515625,0.6220703125,0.7685546875
103,004_008.png,0.3955078125,0.2197265625,0.3857421875,0.2451171875,0.4189453125,0.1943359375,0.4404296875,0.2177734375,0.3837890625,0.1884765625,0.3583984375,0.2255859375,0.4169921875,0.2353515625,0.4658203125,0.5556640625,0.6103515625,0.7568359375,0.6103515625,0.6923828125,0.3955078125,0.3212890625,0.5537109375,0.6298828125,0.4443359375,0.2470703125,0.4482421875,0.4169921875,0.6005859375,0.7763671875
104,004_009.png,0.3994140625,0.2138671875,0.3916015625,0.2392578125,0.4208984375,0.1904296875,0.4443359375,0.2138671875,0.3896484375,0.1826171875,0.3623046875,0.2177734375,0.4208984375,0.2294921875,0.4599609375,0.5419921875,0.6103515625,0.7548828125,0.6123046875,0.6923828125,0.3994140625,0.3134765625,0.5498046875,0.6435546875,0.4462890625,0.2412109375,0.4521484375,0.4150390625,0.6064453125,0.7744140625
105,004_010.png,0.4033203125,0.2080078125,0.3935546875,0.2353515625,0.4267578125,0.1845703125,0.4482421875,0.2080078125,0.3896484375,0.1787109375,0.3662109375,0.2158203125,0.4248046875,0.2236328125,0.4677734375,0.5615234375,0.6123046875,0.7548828125,0.6103515625,0.6904296875,0.4013671875,0.3095703125,0.5458984375,0.6044921875,0.4501953125,0.2353515625,0.4541015625,0.4130859375,0.6083984375,0.7763671875
106,004_011.png,0.4072265625,0.2041015625,0.3955078125,0.2294921875,0.4287109375,0.1826171875,0.4482421875,0.2060546875,0.3935546875,0.1748046875,0.3701171875,0.2099609375,0.4267578125,0.2216796875,0.4697265625,0.5712890625,0.6123046875,0.7568359375,0.6123046875,0.6904296875,0.4033203125,0.3056640625,0.5380859375,0.6103515625,0.4521484375,0.2353515625,0.4521484375,0.4052734375,0.6162109375,0.7724609375
107,004_012.png,0.4072265625,0.2041015625,0.3974609375,0.2294921875,0.4306640625,0.1826171875,0.4501953125,0.2060546875,0.3974609375,0.1748046875,0.3720703125,0.2080078125,0.4287109375,0.2197265625,0.4716796875,0.5712890625,0.6123046875,0.7568359375,0.6123046875,0.6904296875,0.4033203125,0.3056640625,0.5361328125,0.6142578125,0.4541015625,0.2333984375,0.4541015625,0.4091796875,0.6103515625,0.7783203125
108,004_013.png,0.4052734375,0.2021484375,0.3994140625,0.2275390625,0.4306640625,0.1787109375,0.4521484375,0.2021484375,0.3955078125,0.1728515625,0.3701171875,0.2080078125,0.4287109375,0.2197265625,0.4697265625,0.5693359375,0.6142578125,0.7568359375,0.6142578125,0.6923828125,0.4052734375,0.3017578125,0.5361328125,0.6142578125,0.4541015625,0.2294921875,0.4560546875,0.4111328125,0.6123046875,0.7744140625
109,004_014.png,0.4072265625,0.2041015625,0.3974609375,0.2294921875,0.4306640625,0.1826171875,0.4521484375,0.2060546875,0.3974609375,0.1748046875,0.3701171875,0.2080078125,0.4287109375,0.2216796875,0.4716796875,0.5712890625,0.6123046875,0.7568359375,0.6123046875,0.6904296875,0.4033203125,0.3056640625,0.5380859375,0.6142578125,0.4541015625,0.2353515625,0.4541015625,0.4072265625,0.6064453125,0.7763671875
110,004_015.png,0.4052734375,0.2080078125,0.3955078125,0.2333984375,0.4287109375,0.1865234375,0.4501953125,0.2099609375,0.3955078125,0.1787109375,0.3701171875,0.2138671875,0.4267578125,0.2255859375,0.4697265625,0.5673828125,0.6123046875,0.7548828125,0.6103515625,0.6923828125,0.4033203125,0.3076171875,0.5400390625,0.6083984375,0.4521484375,0.2373046875,0.4521484375,0.4072265625,0.6142578125,0.7724609375
111,004_016.png,0.4033203125,0.2119140625,0.3935546875,0.2373046875,0.4267578125,0.1884765625,0.4482421875,0.2119140625,0.3916015625,0.1826171875,0.3662109375,0.2177734375,0.4248046875,0.2275390625,0.4658203125,0.5595703125,0.6103515625,0.7548828125,0.6123046875,0.6943359375,0.4013671875,0.3154296875,0.5576171875,0.6279296875,0.4521484375,0.2412109375,0.4521484375,0.4111328125,0.6005859375,0.7763671875
112,004_017.png,0.3994140625,0.2138671875,0.3916015625,0.2412109375,0.4228515625,0.1923828125,0.4423828125,0.2158203125,0.3876953125,0.1865234375,0.3642578125,0.2216796875,0.4208984375,0.2314453125,0.4599609375,0.5537109375,0.6123046875,0.7529296875,0.6103515625,0.6923828125,0.3974609375,0.3173828125,0.5478515625,0.6435546875,0.4462890625,0.2451171875,0.4521484375,0.4189453125,0.6064453125,0.7744140625
113,004_018.png,0.3955078125,0.2197265625,0.3876953125,0.2451171875,0.4189453125,0.1962890625,0.4423828125,0.2177734375,0.3837890625,0.1904296875,0.3583984375,0.2275390625,0.4169921875,0.2353515625,0.4677734375,0.5693359375,0.6142578125,0.7529296875,0.6123046875,0.6884765625,0.3974609375,0.3232421875,0.5439453125,0.6044921875,0.4443359375,0.2470703125,0.4501953125,0.4169921875,0.6123046875,0.7744140625
114,004_019.png,0.3916015625,0.2216796875,0.3837890625,0.2490234375,0.4150390625,0.1982421875,0.4365234375,0.2216796875,0.3818359375,0.1923828125,0.3564453125,0.2294921875,0.4150390625,0.2392578125,0.4697265625,0.5771484375,0.6123046875,0.7548828125,0.6103515625,0.6884765625,0.3916015625,0.3232421875,0.5361328125,0.6162109375,0.4404296875,0.2509765625,0.4482421875,0.4208984375,0.6103515625,0.7744140625
115,004_020.png,0.3896484375,0.2255859375,0.3818359375,0.2529296875,0.4130859375,0.2021484375,0.4345703125,0.2236328125,0.3779296875,0.1943359375,0.3544921875,0.2333984375,0.4130859375,0.2412109375,0.4658203125,0.5693359375,0.6123046875,0.7568359375,0.6103515625,0.6904296875,0.3916015625,0.3291015625,0.5361328125,0.6162109375,0.4384765625,0.2529296875,0.4462890625,0.4228515625,0.6162109375,0.7744140625
116,004_021.png,0.3857421875,0.2275390625,0.3798828125,0.2529296875,0.4091796875,0.2041015625,0.4326171875,0.2255859375,0.3740234375,0.1982421875,0.3505859375,0.2353515625,0.4091796875,0.2431640625,0.4677734375,0.5712890625,0.6142578125,0.7548828125,0.6103515625,0.6923828125,0.3896484375,0.3291015625,0.5361328125,0.6162109375,0.4345703125,0.2529296875,0.4482421875,0.4306640625,0.6123046875,0.7744140625
117,004_022.png,0.3876953125,0.2294921875,0.3779296875,0.2568359375,0.4091796875,0.2060546875,0.4326171875,0.2294921875,0.3759765625,0.2001953125,0.3505859375,0.2373046875,0.4111328125,0.2470703125,0.4658203125,0.5693359375,0.6123046875,0.7568359375,0.6103515625,0.6904296875,0.3896484375,0.3349609375,0.5400390625,0.6142578125,0.4345703125,0.2568359375,0.4443359375,0.4287109375,0.6142578125,0.7744140625
118,004_023.png,0.3857421875,0.2314453125,0.3779296875,0.2568359375,0.4091796875,0.2080078125,0.4306640625,0.2294921875,0.3740234375,0.2021484375,0.3505859375,0.2392578125,0.4091796875,0.2470703125,0.4677734375,0.5634765625,0.6123046875,0.7548828125,0.6103515625,0.6904296875,0.3876953125,0.3330078125,0.5380859375,0.6103515625,0.4345703125,0.2587890625,0.4443359375,0.4306640625,0.6044921875,0.7744140625
119,004_024.png,0.3876953125,0.2314453125,0.3779296875,0.2587890625,0.4091796875,0.2080078125,0.4326171875,0.2314453125,0.3740234375,0.2041015625,0.3505859375,0.2392578125,0.4091796875,0.2470703125,0.4658203125,0.5576171875,0.6103515625,0.7548828125,0.6123046875,0.6923828125,0.3876953125,0.3330078125,0.5419921875,0.6044921875,0.4345703125,0.2607421875,0.4443359375,0.4287109375,0.6083984375,0.7744140625
120,005_001.png,0.4736328125,0.0947265625,0.4619140625,0.1220703125,0.4990234375,0.0732421875,0.5185546875,0.1025390625,0.4638671875,0.0634765625,0.4365234375,0.0947265625,0.4951171875,0.1142578125,0.6962890625,0.6787109375,0.6513671875,0.5498046875,0.6650390625,0.5712890625,0.4599609375,0.2021484375,0.5400390625,0.6123046875,0.6318359375,0.5810546875,0.5009765625,0.3505859375,0.6181640625,0.7177734375
121,005_002.png,0.4736328125,0.0947265625,0.4619140625,0.1220703125,0.4990234375,0.0751953125,0.5185546875,0.1025390625,0.4638671875,0.0654296875,0.4384765625,0.0986328125,0.4931640625,0.1162109375,0.6943359375,0.6826171875,0.6533203125,0.5498046875,0.6650390625,0.5732421875,0.4599609375,0.2021484375,0.5419921875,0.6162109375,0.6337890625,0.5810546875,0.5009765625,0.3564453125,0.6201171875,0.7177734375
122,005_003.png,0.4736328125,0.0947265625,0.4619140625,0.1220703125,0.4970703125,0.0732421875,0.5166015625,0.1005859375,0.4619140625,0.0654296875,0.4365234375,0.1005859375,0.4931640625,0.1142578125,0.7001953125,0.6748046875,0.6513671875,0.5498046875,0.6669921875,0.5712890625,0.4619140625,0.2041015625,0.5419921875,0.6162109375,0.6318359375,0.5830078125,0.5029296875,0.3525390625,0.6181640625,0.7158203125
